,original_title,genre,release_year,runtime,prediction
1674,Brokedown Palace,"Drama,Thriller",1999,100,1.0
1675,The Possession,"Horror,Thriller",2012,92,1.0
1676,Mrs. Winterbourne,"Comedy,Romance,Drama",1996,105,1.0
1677,Straw Dogs,"Drama,Thriller",2011,110,0.0
1678,The Hoax,"Comedy,Drama",2006,116,0.0
1679,The Road,"Adventure,Drama",2009,111,0.0
1680,Sheena,"Action,Adventure,Comedy,Fantasy,Science Fiction",1984,117,0.0
1681,Tank Girl,"Action,Comedy,Fantasy,Science Fiction",1995,98,0.0
1682,Blindness,"Drama,Mystery,Science Fiction,Thriller",2008,121,0.0
1683,BloodRayne,"Action,Adventure,Fantasy,Horror",2005,95,1.0
1684,Carnage,"Comedy,Drama",2011,80,0.0
1685,Without Limits,Drama,1998,117,0.0
1686,Me and Orson Welles,"Comedy,Drama,Romance",2009,114,1.0
1687,La migliore offerta,"Drama,Romance,Crime,Mystery",2013,124,1.0
1688,The Bad Lieutenant Port of Call  New Orleans,"Drama,Crime",2009,122,1.0
1689,The Counselor,"Thriller,Crime,Drama",2013,117,1.0
1690,Waterloo,"History,Action,Drama",1970,128,0.0
1691,Dangerous Liaisons,"Drama,Romance",1988,119,1.0
1692,On the Road,"Adventure,Drama",2012,137,0.0
1693,Star Trek IV The Voyage Home,"Science Fiction,Adventure",1986,119,1.0
1694,Rocky Balboa,Drama,2006,102,1.0
1695,Scream 2,"Horror,Mystery",1997,120,0.0
1696,Jane Got a Gun,"Action,Drama,Western",2016,98,0.0
1697,Think Like a Man Too,"Comedy,Romance",2014,105,0.0
1698,The Whole Nine Yards,"Comedy,Crime",2000,98,1.0
1699,Footloose,"Drama,Family,Music,Romance",1984,107,1.0
1700,Old School,Comedy,2003,91,0.0
1701,The Fisher King,"Comedy,Drama",1991,137,0.0
1702,I Still Know What You Did Last Summer,"Horror,Mystery,Thriller",1998,100,1.0
1703,Return to Me,"Romance,Comedy,Drama",2000,115,0.0
1704,Zack and Miri Make a Porno,Comedy,2008,102,1.0
1705,The Men Who Stare at Goats,"Comedy,War",2009,93,0.0
1706,Win a Date with Tad Hamilton!,"Comedy,Romance",2004,95,0.0
1707,Muppets from Space,"Fantasy,Comedy,Science Fiction,Family",1999,87,1.0
1708,The Wiz,"Adventure,Family,Fantasy,Music",1978,134,1.0
1709,Ready to Rumble,"Action,Comedy,Drama",2000,107,0.0
1710,Play It to the Bone,"Comedy,Drama",1999,124,0.0
1711,I Don't Know How She Does It,"Romance,Comedy",2011,89,1.0
1712,Piranha 3D,"Comedy,Horror",2010,88,0.0
1713,Meet the Deedles,"Animation,Comedy,Family",1998,93,1.0
1714,The Thief and the Cobbler,"Adventure,Fantasy,Animation,Science Fiction,Family",1993,72,1.0
1715,Faster,"Crime,Drama,Action,Thriller",2010,98,1.0
1716,Zombieland,"Comedy,Horror",2009,88,1.0
1717,The Waterboy,Comedy,1998,90,0.0
1718,The Empire Strikes Back,"Adventure,Action,Science Fiction",1980,124,0.0
1719,Bad Boys,"Action,Comedy,Crime,Thriller",1995,118,1.0
1720,The Naked Gun 2� The Smell of Fear,"Comedy,Crime",1991,85,1.0
1721,Final Destination,Horror,2000,98,0.0
1722,The Ides of March,Drama,2011,101,1.0
1723,Pitch Black,"Thriller,Science Fiction,Action",2000,108,1.0
1724,Her,"Romance,Science Fiction,Drama",2013,126,1.0
1725,Joy Ride,"Mystery,Thriller,Drama",2001,97,0.0
1726,The Adventurer The Curse of the Midas Box,"Fantasy,Adventure,Family",2013,99,0.0
1727,Anywhere But Here,"Drama,Comedy,Romance",1999,114,0.0
1728,Haywire,"Action,Thriller",2011,93,1.0
1729,Jaws The Revenge,"Adventure,Thriller",1987,89,1.0
1730,The End of the Affair,Drama,1999,102,1.0
1731,Harley Davidson and the Marlboro Man,"Action,Thriller",1991,98,1.0
1732,In the Valley of Elah,"History,Drama,Thriller,Crime,Mystery",2007,124,1.0
1733,Chri,"Drama,Comedy,Romance",2009,86,0.0
1734,Vanity Fair,"Drama,Romance",2004,141,3.0
1735,1408,"Horror,Thriller",2007,104,1.0
1736,Spaceballs,"Comedy,Science Fiction",1987,96,1.0
1737,The Water Diviner,"War,Drama",2014,112,1.0
1738,Ghost,"Fantasy,Drama,Thriller,Mystery,Romance",1990,127,1.0
1739,There's Something About Mary,"Romance,Comedy",1998,119,1.0
1740,The Santa Clause,"Fantasy,Drama,Comedy,Family",1994,97,1.0
1741,The Rookie,"Drama,Family",2002,127,1.0
1742,The Game Plan,"Comedy,Family",2007,110,1.0
1743,The Bridges of Madison County,"Drama,Romance",1995,135,0.0
1744,The Animal,"Action,Comedy",2001,84,0.0
1745,Gandhi,"Drama,History",1982,191,0.0
1746,The HundredFoot Journey,Drama,2014,122,0.0
1747,The Net,"Crime,Drama,Mystery,Thriller,Action",1995,114,0.0
1748,I Am Sam,Drama,2001,132,0.0
1749,Son of God,Drama,2014,138,0.0
1750,Underworld,"Fantasy,Action,Thriller",2003,121,0.0
1751,Derailed,"Drama,Thriller",2005,108,1.0
1752,The Informant!,"Drama,Comedy,Crime",2009,108,0.0
1753,Deuce Bigalow European Gigolo,Comedy,2005,83,0.0
1754,Delivery Man,Comedy,2013,105,0.0
1755,Saving Silverman,"Comedy,Crime,Romance",2001,90,1.0
1756,Diary of a Wimpy Kid Dog Days,"Comedy,Family",2012,94,1.0
1757,Jay and Silent Bob Strike Back,Comedy,2001,104,1.0
1758,The Glass House,"Drama,Thriller",2001,106,0.0
1759,"Hail, Caesar!","Comedy,Drama,Mystery",2016,106,0.0
1760,Homefront,"Action,Thriller",2013,100,1.0
1761,The Little Vampire,"Family,Horror",2000,95,0.0
1762,RoboCop 3,"Action,Adventure,Crime,Science Fiction,Thriller",1993,104,0.0
1763,The Transporter Refueled,"Thriller,Action,Crime",2015,96,1.0
1764,Hit & Run,"Action,Comedy,Romance",2012,100,1.0
1765,Before I Go to Sleep,"Mystery,Thriller",2014,92,0.0
1766,Sorcerer,"Action,Thriller,Adventure",1977,121,1.0
1767,Stone,Drama,2010,105,0.0
1768,Out of the Furnace,"Thriller,Drama,Crime",2013,116,1.0
1769,Michael Clayton,"Drama,Mystery,Crime",2007,119,0.0
1770,To Rome with Love,"Romance,Comedy",2012,111,1.0
1771,Firefox,"Science Fiction,Action,Adventure,Thriller",1982,136,1.0
1772,Death at a Funeral,"Comedy,Drama",2007,90,1.0
1773,Teenage Mutant Ninja Turtles III,"Action,Adventure,Comedy,Family,Fantasy,Science Fiction",1993,96,1.0
1774,Hardball,"Comedy,Romance",2001,106,1.0
1775,Silver Linings Playbook,"Drama,Comedy,Romance",2012,122,0.0
1776,Freedom Writers,"Crime,Drama",2007,123,0.0
1777,The Transporter,"Action,Crime,Thriller",2002,92,0.0
1778,Never Back Down,"Drama,Action",2008,115,1.0
1779,The Rage Carrie 2,"Horror,Thriller,Science Fiction",1999,104,0.0
1780,Away We Go,"Drama,Comedy,Romance",2009,98,0.0
1781,Swing Vote,"Drama,Comedy",2008,120,0.0
1782,Moonlight Mile,"Romance,Drama",2002,117,1.0
1783,The Beaver,Drama,2011,91,0.0
1784,The Best Little Whorehouse in Texas,Comedy,1982,114,0.0
1785,eXistenZ,"Action,Thriller,Science Fiction,Horror",1999,97,0.0
1786,Raiders of the Lost Ark,"Adventure,Action",1981,115,0.0
1787,Home Alone 2 Lost in New York,"Comedy,Family,Adventure,Crime",1992,120,1.0
1788,Close Encounters of the Third Kind,"Science Fiction,Drama",1977,135,1.0
1789,Pulse,"Horror,Thriller",2006,90,1.0
1790,Beverly Hills Cop II,"Action,Comedy,Crime",1987,100,1.0
1791,Bringing Down the House,Comedy,2003,105,1.0
1792,The Silence of the Lambs,"Crime,Drama,Thriller",1991,119,1.0
1793,Wayne's World,"Music,Comedy",1992,94,1.0
1794,Jackass 3D,"Comedy,Documentary,Action",2010,94,0.0
1795,Jaws 2,"Horror,Thriller",1978,116,0.0
1796,Beverly Hills Chihuahua,"Adventure,Comedy,Family",2008,91,0.0
1797,The Conjuring,"Horror,Thriller",2013,112,0.0
1798,Are We There Yet?,"Adventure,Comedy,Family,Romance",2005,95,1.0
1799,Tammy,Comedy,2014,97,0.0
1800,School of Rock,"Comedy,Music",2003,108,0.0
1801,Mortal Kombat,"Action,Fantasy",1995,101,1.0
1802,White Chicks,Comedy,2004,109,1.0
1803,The Descendants,"Comedy,Drama",2011,115,0.0
1804,12 Years a Slave,"Drama,History",2013,134,1.0
1805,Drumline,"Drama,Romance,Comedy,Music",2002,118,0.0
1806,Why Did I Get Married Too?,"Comedy,Romance",2010,121,0.0
1807,Edward Scissorhands,"Fantasy,Drama,Romance",1990,105,0.0
1808,Me Before You,"Drama,Romance",2016,110,0.0
1809,The French Connection,"Action,Crime,Thriller",1971,104,1.0
1810,Bad Moms,Comedy,2016,100,0.0
1811,Date Movie,Comedy,2006,83,0.0
1812,Return to Never Land,"Adventure,Fantasy,Animation,Family",2002,72,0.0
1813,Selma,"History,Drama",2014,127,0.0
1814,The Jungle Book 2,"Family,Animation,Adventure",2003,72,1.0
1815,Boogeyman,"Thriller,Horror,Drama,Mystery",2005,89,1.0
1816,Premonition,"Thriller,Drama,Mystery",2007,96,1.0
1817,The Tigger Movie,"Animation,Family",2000,77,1.0
1818,Orphan,"Horror,Thriller,Mystery",2009,123,1.0
1819,Max,"Adventure,Drama,Family",2015,111,0.0
1820,Epic Movie,"Action,Adventure,Comedy",2007,86,1.0
1821,Spotlight,"Drama,Thriller,History",2015,128,0.0
1822,Lakeview Terrace,"Drama,Crime,Thriller",2008,110,1.0
1823,The Grudge 2,"Horror,Thriller",2006,102,1.0
1824,How Stella Got Her Groove Back,"Comedy,Drama,Romance",1998,124,1.0
1825,Man of the Year,"Comedy,Drama,Romance,Thriller",2006,115,0.0
1826,The Black Hole,"Adventure,Family,Science Fiction,Action",1979,98,0.0
1827,The American,"Crime,Drama,Thriller",2010,104,1.0
1828,Selena,Drama,1997,127,2.0
1829,Vampires Suck,"Horror,Comedy",2010,82,1.0
1830,Babel,Drama,2006,143,1.0
1831,This Is Where I Leave You,"Drama,Comedy",2014,103,1.0
1832,Doubt,"Drama,Mystery",2008,104,0.0
1833,Team America World Police,"Music,Adventure,Animation,Action,Comedy",2004,98,0.0
1834,Texas Chainsaw 3D,"Horror,Thriller",2013,92,1.0
1835,Scary Movie 5,Comedy,2013,86,1.0
1836,Paint Your Wagon,"Drama,Action,Comedy,Western,Music",1969,158,0.0
1837,Milk,"History,Drama",2008,128,1.0
1838,Risen,Action,2016,107,0.0
1839,Ghost Ship,"Horror,Mystery,Thriller",2002,91,0.0
1840,A Very Harold & Kumar Christmas,Comedy,2011,108,1.0
1841,Wild Things,"Crime,Drama,Mystery",1998,108,0.0
1842,The Debt,"Drama,Thriller",2010,113,1.0
1843,High Fidelity,"Comedy,Drama,Romance,Music",2000,113,0.0
1844,The Bank Job,"Thriller,Crime,Drama",2008,112,1.0
1845,Eternal Sunshine of the Spotless Mind,"Science Fiction,Drama,Romance",2004,108,1.0
1846,You Again,"Comedy,Romance",2010,105,1.0
1847,Street Kings,"Action,Crime,Drama,Thriller",2008,109,0.0
1848,The World's End,"Comedy,Action,Science Fiction",2013,109,1.0
1849,Daybreakers,"Fantasy,Horror,Action,Thriller,Science Fiction",2009,98,0.0
1850,She's Out of My League,"Comedy,Romance",2010,104,1.0
1851,Monte Carlo,"Adventure,Comedy,Romance",2011,109,0.0
1852,Stay Alive,"Horror,Thriller",2006,100,1.0
1853,Alpha and Omega,"Family,Animation",2010,88,0.0
1854,The Covenant,"Action,Adventure,Fantasy,Horror,Science Fiction,Thriller",2006,97,1.0
1855,Shorts,"Comedy,Family",2009,89,0.0
1856,To Die For,"Fantasy,Drama,Comedy,Thriller",1995,106,1.0
1857,Nerve,"Mystery,Adventure,Crime",2016,96,0.0
1858,Appaloosa,"Drama,Western,Crime",2008,115,0.0
1859,Psycho,"Drama,Horror,Thriller",1960,109,0.0
1860,My Best Friend's Girl,"Romance,Comedy",2008,101,1.0
1861,Endless Love,"Drama,Romance",2014,103,1.0
1862,Under the Rainbow,Comedy,1981,98,1.0
1863,Ladyhawke,"Adventure,Drama,Fantasy,Romance",1985,121,1.0
1864,Simon Birch,"Comedy,Drama,Family",1998,114,1.0
1865,Reign Over Me,Drama,2007,124,1.0
1866,Into the Wild,"Adventure,Drama",2007,148,0.0
1867,School for Scoundrels,"Comedy,Drama,Romance",2006,100,0.0
1868,Silent Hill Revelation 3D,"Thriller,Horror,Mystery",2012,94,1.0
1869,From Dusk Till Dawn,"Horror,Action,Thriller,Crime",1996,108,0.0
1870,The Kite Runner,Drama,2007,128,1.0
1871,21 Grams,"Drama,Crime,Thriller",2003,124,0.0
1872,Paparazzi,"Action,Drama,Thriller",2004,84,1.0
1873,A Guy Thing,"Comedy,Romance",2003,101,0.0
1874,Capitalism A Love Story,Documentary,2009,120,1.0
1875,The Greatest Story Ever Told,"Drama,History",1965,199,0.0
1876,Secret in Their Eyes,"Crime,Drama,Mystery",2015,111,1.0
1877,Disaster Movie,"Action,Comedy",2008,87,1.0
1878,Armored,"Action,Crime,Drama,Thriller",2009,88,1.0
1879,The Man Who Knew Too Little,"Comedy,Thriller,Crime,Action",1997,97,1.0
1880,What's Your Number?,"Comedy,Romance",2011,106,1.0
1881,Lockout,"Action,Thriller,Science Fiction",2012,95,1.0
1882,Crank High Voltage,"Action,Thriller,Crime",2009,96,0.0
1883,One Night with the King,Drama,2006,123,1.0
1884,The Quiet American,"Drama,Action,Thriller,Romance",2002,101,0.0
1885,The Weather Man,"Comedy,Drama",2005,101,1.0
1886,Undisputed,"Action,Adventure,Drama,Thriller",2002,96,0.0
1887,12 Rounds,"Action,Adventure,Drama,Thriller",2009,108,1.0
1888,Let Me In,"Drama,Horror,Mystery",2010,116,0.0
1889,Triple 9,"Action,Thriller",2016,115,1.0
1890,Deconstructing Harry,"Comedy,Drama",1997,96,1.0
1891,Burnt,Drama,2015,100,0.0
1892,Death Sentence,"Action,Crime,Drama,Thriller",2007,105,1.0
1893,Code Name The Cleaner,"Action,Comedy,Crime",2007,84,1.0
1894,Connie and Carla,Comedy,2004,98,1.0
1895,Sweet Charity,"Comedy,Drama,Music,Romance",1969,149,1.0
1896,Inherent Vice,"Comedy,Romance,Crime,Drama,Mystery",2014,148,1.0
1897,Battle of the Year,"Music,Drama",2013,110,0.0
1898,An American Carol,"Comedy,Fantasy",2008,83,0.0
1899,Machete Kills,"Action,Crime,Thriller",2013,107,1.0
1900,Little Boy,"Comedy,Drama,War",2015,106,0.0
1901,A Dangerous Method,"Drama,Thriller",2011,99,1.0
1902,A Scanner Darkly,"Animation,Science Fiction,Thriller",2006,100,1.0
1903,Alone in the Dark,"Action,Fantasy,Horror,Thriller",2005,96,0.0
1904,Bandslam,"Comedy,Drama,Family,Music",2009,111,1.0
1905,A Most Violent Year,"Crime,Drama,Thriller",2014,125,1.0
1906,I'm Not There.,"Drama,Music",2007,135,1.0
1907,The Cold Light of Day,"Action,Thriller",2012,93,1.0
1908,The Brothers Bloom,"Adventure,Comedy,Drama,Romance",2008,114,1.0
1909,The Proposition,"Action,Adventure,Crime,Drama,Thriller,Western",2005,104,1.0
1910,Marci X,Comedy,2003,84,0.0
1911,Equilibrium,"Action,Science Fiction,Thriller",2002,107,1.0
1912,By the Sea,"Drama,Romance",2015,122,0.0
1913,Rapa Nui,Adventure,1994,107,0.0
1914,Dylan Dog Dead of Night,"Action,Comedy,Horror,Mystery,Science Fiction,Thriller",2011,107,0.0
1915,The Tempest,"Drama,Fantasy",2010,110,1.0
1916,The Frozen Ground,"Thriller,Crime",2013,105,1.0
1917,Dances with Wolves,"Adventure,Drama,Western",1990,181,1.0
1918,Bad Teacher,Comedy,2011,92,0.0
1919,Sea of Love,"Drama,Crime,Mystery",1989,113,1.0
1920,A Cinderella Story,Comedy,2004,95,0.0
1921,Scream,"Crime,Horror,Mystery",1996,111,1.0
1922,The Shining,"Horror,Thriller",1980,144,0.0
1923,Back to the Future,"Adventure,Comedy,Science Fiction,Family",1985,116,1.0
1924,House on Haunted Hill,"Horror,Mystery,Thriller",1999,93,1.0
1925,The Switch,"Comedy,Romance,Drama",2010,101,0.0
1926,Just Married,Comedy,2003,95,0.0
1927,The Devil's Double,"Drama,Action,Thriller,Crime,War",2011,109,0.0
1928,The Crazies,"Mystery,Horror,Action",2010,101,1.0
1929,The Bounty,"Action,Drama,History",1984,132,0.0
1930,Sex Drive,"Comedy,Adventure,Romance",2008,109,1.0
1931,Leap Year,"Romance,Comedy",2010,100,1.0
1932,The Fall of the Roman Empire,"Drama,History",1964,188,1.0
1933,Take Me Home Tonight,"Comedy,Drama,Romance",2011,97,1.0
1934,The Nutcracker,"Family,Fantasy,Music",1993,93,1.0
1935,The Amityville Horror,"Horror,Thriller,Drama",2005,90,0.0
1936,Adaptation.,"Comedy,Crime,Drama",2002,114,0.0
1937,Land of the Dead,Horror,2005,93,0.0
1938,Fear and Loathing in Las Vegas,"Adventure,Drama,Comedy",1998,118,0.0
1939,The Invention of Lying,"Comedy,Romance,Fantasy",2009,100,0.0
1940,Neighbors,Comedy,2014,96,1.0
1941,The Mask,"Romance,Comedy,Crime,Fantasy",1994,101,0.0
1942,Big,"Fantasy,Drama,Comedy,Romance,Family",1988,104,0.0
1943,Borat Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Comedy,2006,82,0.0
1944,Legally Blonde,Comedy,2001,96,1.0
1945,Star Trek III The Search for Spock,"Science Fiction,Action,Adventure,Thriller",1984,105,1.0
1946,The Exorcism of Emily Rose,"Crime,Drama,Horror,Thriller",2005,122,0.0
1947,Deuce Bigalow Male Gigolo,Comedy,1999,88,1.0
1948,Left Behind,"Thriller,Action,Science Fiction",2014,110,1.0
1949,Barbershop 2  Back in Business,"Comedy,Drama",2004,106,1.0
1950,Bad Santa,"Drama,Comedy,Crime",2003,91,1.0
1951,Austin Powers International Man of Mystery,"Science Fiction,Comedy,Crime",1997,94,0.0
1952,My Big Fat Greek Wedding 2,"Romance,Comedy,Family",2016,94,1.0
1953,Diary of a Wimpy Kid Rodrick Rules,"Family,Comedy",2011,99,1.0
1954,Predator,"Science Fiction,Action,Adventure,Thriller",1987,107,0.0
1955,Amadeus,"Drama,History,Music",1984,160,1.0
1956,Mean Girls,Comedy,2004,97,1.0
1957,Gosford Park,"Drama,Mystery,Thriller",2001,137,0.0
1958,Peggy Sue Got Married,"Comedy,Drama,Fantasy,Romance",1986,103,0.0
1959,Birdman,"Drama,Comedy",2014,119,0.0
1960,Blue Jasmine,"Comedy,Drama",2013,98,0.0
1961,United 93,"Drama,History,Crime,Thriller,Action",2006,111,0.0
1962,Honey,"Romance,Music,Family",2003,94,0.0
1963,The Fog,Horror,1980,89,0.0
1964,Soul Surfer,"Action,Drama",2011,106,2.0
1965,Catch22,"War,Comedy,Drama",1970,121,1.0
1966,Conan the Destroyer,"Adventure,Fantasy,Action",1984,103,1.0
1967,Raging Bull,Drama,1980,129,0.0
1968,Love Happens,"Drama,Romance",2009,109,1.0
1969,127 Hours,"Adventure,Drama,Thriller",2010,94,1.0
1970,Center Stage,"Drama,Music",2000,115,1.0
1971,Love the Coopers,"Comedy,Family",2015,107,1.0
1972,Catch That Kid,"Family,Action,Adventure",2004,92,0.0
1973,Steve Jobs,"Drama,History",2015,122,1.0
1974,The Legend of the Lone Ranger,"Action,Adventure,Romance,Western",1981,98,0.0
1975,The Tailor of Panama,"Drama,Thriller",2001,109,0.0
1976,Blow Out,"Drama,Mystery,Thriller",1981,108,1.0
1977,Getaway,"Action,Crime",2013,90,1.0
1978,The Ice Storm,Drama,1997,112,1.0
1979,And So It Goes,"Comedy,Drama,Romance",2014,94,0.0
1980,Nine 12 Weeks,"Drama,Romance",1986,117,0.0
1981,Dragonslayer,Fantasy,1981,108,0.0
1982,Ed Wood,"Comedy,Drama,History",1994,127,0.0
1983,Labor Day,Drama,2013,111,1.0
1984,RockNRolla,"Action,Crime,Thriller",2008,114,1.0
1985,Mao's Last Dancer,"Drama,Romance",2009,117,1.0
1986,Midnight Special,"Adventure,Drama,Science Fiction",2016,112,0.0
1987,The Railway Man,"Drama,History",2013,116,1.0
1988,The Wraith,"Romance,Science Fiction,Horror,Action,Crime",1986,93,1.0
1989,Salton Sea,"Drama,Mystery,Thriller",2002,103,1.0
1990,Metallica Through the Never,Music,2013,93,0.0
1991,The Informers,Drama,2008,98,1.0
1992,Carlos,"Crime,Drama,Thriller,History",2010,338,0.0
1993,Day of the Dead,"Horror,Science Fiction",1985,96,0.0
1994,Red Sonja,"Adventure,Fantasy,Action",1985,89,1.0
1995,Red Lights,Thriller,2012,119,1.0
1996,Superbad,Comedy,2007,113,0.0
1997,Step Up 2 The Streets,"Music,Drama,Romance",2008,98,1.0
1998,Hoodwinked!,"Animation,Comedy,Family",2005,80,1.0
1999,Hotel Rwanda,"Drama,History,War",2004,121,0.0
2000,Hitman,"Action,Crime,Drama,Thriller",2007,89,1.0
2001,Black Nativity,"Drama,Music",2013,93,0.0
2002,The Prince,"Thriller,Action",2014,93,0.0
2003,Aliens,"Horror,Action,Thriller,Science Fiction",1986,137,1.0
2004,My Fair Lady,"Drama,Family,Music,Romance",1964,170,1.0
2005,I Know What You Did Last Summer,"Horror,Thriller,Mystery",1997,100,1.0
2006,Let's Be Cops,Comedy,2014,104,0.0
2007,Sideways,"Comedy,Drama,Romance",2004,126,1.0
2008,Beerfest,Comedy,2006,110,1.0
2009,Halloween,"Horror,Thriller",1978,91,1.0
2010,The Best Man Holiday,Comedy,2013,123,1.0
2011,Smokin' Aces,"Action,Comedy,Crime,Thriller",2006,109,0.0
2012,Saw 3D,"Horror,Crime",2010,90,0.0
2013,A Night at the Roxbury,Comedy,1998,81,1.0
2014,Beastly,"Drama,Fantasy,Romance",2011,86,1.0
2015,The Hills Have Eyes,"Horror,Thriller",2006,107,1.0
2016,ATL,Drama,2006,105,1.0
2017,Pitch Perfect,"Comedy,Music,Romance",2012,112,1.0
2018,Summer Catch,"Drama,Comedy,Romance",2001,108,0.0
2019,Brooklyn's Finest,"Crime,Drama,Thriller",2009,133,0.0
2020,55 Days at Peking,"Action,Drama,History",1963,154,0.0
2021,Evil Dead,Horror,2013,91,1.0
2022,My Life in Ruins,"Comedy,Romance",2009,95,0.0
2023,American Dreamz,"Comedy,Drama,Family",2006,107,0.0
2024,Superman IV The Quest for Peace,"Action,Adventure,Science Fiction",1987,90,1.0
2025,Running Scared,"Action,Crime,Drama,Thriller",2006,122,0.0
2026,The Illusionist,"Fantasy,Drama,Thriller,Romance",2006,110,0.0
2027,Roar,"Adventure,Thriller",1981,102,0.0
2028,Veronica Guerin,"Drama,Crime,Thriller",2003,98,1.0
2029,Escobar Paradise Lost,"Thriller,Romance",2014,120,1.0
2030,Southland Tales,"Action,Adventure,Comedy,Drama,Science Fiction,Thriller",2006,144,1.0
2031,Damnation Alley,"Action,Adventure,Science Fiction",1977,91,0.0
2032,The Apparition,"Horror,Thriller",2012,82,1.0
2033,Fur An Imaginary Portrait of Diane Arbus,"Drama,Mystery,Romance",2006,122,0.0
2034,Wall Street,"Crime,Drama",1987,126,0.0
2035,Sense and Sensibility,"Drama,Romance",1995,136,0.0
2036,Becoming Jane,"Drama,Romance",2007,120,3.0
2037,Sydney White,Comedy,2007,108,0.0
2038,House of Sand and Fog,Drama,2003,126,1.0
2039,Dead Poets Society,Drama,1989,129,0.0
2040,Dumb and Dumber,Comedy,1994,107,1.0
2041,When Harry Met Sally,"Comedy,Romance,Drama",1989,96,1.0
2042,The Verdict,Drama,1982,129,0.0
2043,Road Trip,"Comedy,Adventure",2000,93,1.0
2044,The Artist,"Drama,Comedy,Romance",2011,100,1.0
2045,The Unborn,"Horror,Thriller,Mystery",2009,87,0.0
2046,Moonrise Kingdom,"Comedy,Drama,Romance",2012,94,0.0
2047,The Young Messiah,Drama,2016,120,1.0
2048,Baby Boy,"Crime,Drama,Romance",2001,130,1.0
2049,The Roommate,"Thriller,Drama,Horror",2011,91,1.0
2050,Joe Dirt,"Mystery,Adventure,Comedy,Romance,Drama",2001,91,0.0
2051,Double Impact,"Thriller,Action,Crime,Drama",1991,110,0.0
2052,Hot Fuzz,"Crime,Action,Comedy",2007,121,1.0
2053,The Women,"Comedy,Drama,Romance",2008,114,0.0
2054,Vicky Cristina Barcelona,"Drama,Romance",2008,96,0.0
2055,Boys and Girls,"Comedy,Drama,Romance",2000,94,1.0
2056,Jennifer's Body,"Comedy,Horror",2009,100,0.0
2057,Drowning Mona,"Comedy,Crime,Mystery",2000,96,0.0
2058,My Stepmother is an Alien,"Comedy,Science Fiction",1988,108,1.0
2059,Philadelphia,Drama,1993,125,1.0
2060,The Thirteenth Floor,"Thriller,Science Fiction,Mystery",1999,100,0.0
2061,The Cookout,"Comedy,Drama",2004,97,0.0
2062,Detroit Rock City,"Comedy,Music",1999,95,1.0
2063,Highlander,"Adventure,Action,Fantasy",1986,116,0.0
2064,Things We Lost in the Fire,Drama,2007,113,0.0
2065,Steel,"Science Fiction,Action,Adventure",1997,97,1.0
2066,The Immigrant,"Drama,Romance",2013,117,0.0
2067,Trance,"Thriller,Crime,Drama,Mystery",2013,101,1.0
2068,Soul Plane,"Romance,Comedy",2004,86,0.0
2069,Enter the Void,"Fantasy,Drama",2009,161,0.0
2070,Hachi A Dog's Tale,"Drama,Family",2009,93,1.0
2071,The Homesman,"Western,Drama",2014,122,0.0
2072,Slow Burn,"Mystery,Crime,Drama,Thriller",2005,93,1.0
2073,Beverly Hills Cop,"Action,Comedy,Crime",1984,105,0.0
2074,Home Alone,"Comedy,Family",1990,103,1.0
2075,Tootsie,"Comedy,Romance",1982,116,0.0
2076,Top Gun,"Action,Romance,War",1986,110,1.0
2077,American Beauty,Drama,1999,122,0.0
2078,The King's Speech,"Drama,History",2010,118,0.0
2079,Twins,Comedy,1988,107,1.0
2080,The Yellow Handkerchief,"Drama,Romance",2008,102,0.0
2081,The Color Purple,Drama,1985,154,1.0
2082,The Imitation Game,"History,Drama,Thriller,War",2014,113,0.0
2083,Coal Miner's Daughter,"Drama,Music",1980,125,0.0
2084,Diary of a Wimpy Kid,"Comedy,Family",2010,92,1.0
2085,Mama,Horror,2013,100,1.0
2086,National Lampoon's Vacation,"Comedy,Adventure,Romance",1983,98,1.0
2087,Jackass Presents Bad Grandpa,Comedy,2013,92,0.0
2088,The Queen,Drama,2006,103,0.0
2089,Beetlejuice,"Fantasy,Comedy",1988,92,1.0
2090,Why Did I Get Married?,"Comedy,Drama",2007,113,1.0
2091,The Woman in Black,"Drama,Horror,Thriller",2012,95,0.0
2092,When a Stranger Calls,"Horror,Thriller",2006,87,1.0
2093,Big Fat Liar,"Comedy,Family",2002,88,1.0
2094,The Deer Hunter,"Drama,War",1978,183,1.0
2095,Wag the Dog,"Comedy,Drama",1997,97,1.0
2096,The Lizzie McGuire Movie,"Family,Comedy",2003,94,1.0
2097,Snitch,"Thriller,Drama",2013,112,0.0
2098,Krampus,"Horror,Comedy,Fantasy",2015,98,1.0
2099,The Faculty,"Horror,Mystery,Science Fiction",1998,104,1.0
2100,Cop Land,"Action,Crime,Drama",1997,104,1.0
2101,Not Another Teen Movie,Comedy,2001,89,1.0
2102,End of Watch,"Crime,Drama,Thriller",2012,109,1.0
2103,The Skulls,"Crime,Drama,Thriller",2000,106,1.0
2104,The Theory of Everything,"Drama,Romance",2014,123,1.0
2105,Where the Heart Is,"Comedy,Drama,Romance",2000,120,0.0
2106,Lawrence of Arabia,"Adventure,Drama,History,War",1962,216,1.0
2107,Halloween II,Horror,2009,105,1.0
2108,Wild,Drama,2014,115,0.0
2109,The Last House on the Left,"Crime,Thriller,Horror,Drama",2009,110,1.0
