,original_title,genre,release_year,runtime,overview,mood
96,The Sorcerer's Apprentice,Fantasy,2010,2.0,"Balthazar Blake is a master sorcerer in modernday Manhattan trying to defend the city from his archnemesis, Maxim Horvath. Balthazar can't do it alone, so he recruits Dave Stutler, a seemingly average guy who demonstrates hidden potential, as his reluctant protage. The sorcerer gives his unwilling accomplice a crash course in the art and science of magic, and together, these unlikely partners work to stop the forces of darkness.",Happy
97,Poseidon,Adventure,2006,1.5,"A packed cruise ship traveling the Atlantic is hit and overturned by a massive wave, compelling the passengers to begin a dramatic fight for their lives.",Happy
98,Alice Through the Looking Glass,Fantasy,2016,2.0,"In the sequel to Tim Burton's Alice in Wonderland, Alice Kingsleigh returns to Underland and faces a new adventure in saving the Mad Hatter.",Happy
99,Shrek the Third,Fantasy,2007,1.5,"The King of Far Far Away has died and Shrek and Fiona are to become King Queen. However, Shrek wants to return to his cozy swamp and live in peace and quiet, so when he finds out there is another heir to the throne, they set off to bring him back to rule the kingdom.",Happy
100,Warcraft,Action,2016,2.0,"The peaceful realm of Azeroth stands on the brink of war as its civilization faces a fearsome race of invaders orc warriors fleeing their dying home to colonize another. As a portal opens to connect the two worlds, one army faces destruction and the other faces extinction. From opposing sides, two heroes are set on a collision course that will decide the fate of their family, their people, and their home.",Happy
101,Terminator Genisys,Science Fiction,2015,2.0,"The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts past and future, and will ultimately change warfare forever.",Happy
102,The Chronicles of Narnia The Voyage of the Dawn Treader,Adventure,2010,2.0,"This time around Edmund and Lucy Pevensie, along with their pesky cousin Eustace Scrubb find themselves swallowed into a painting and on to a fantastic Narnian ship headed for the very edges of the world.",Happy
103,Pearl Harbor,History,2001,3.0,"The lifelong friendship between Rafe McCawley and Danny Walker is put to the ultimate test when the two ace fighter pilots become entangled in a love triangle with beautiful Naval nurse Evelyn Johnson. But the rivalry between the friendsturnedfoes is immediately put on hold when they find themselves at the center of Japan's devastating attack on Pearl Harbor on Dec. 7, 1941.",Sad
104,Transformers,Adventure,2007,2.5,"Young teenager, Sam Witwicky becomes involved in the ancient struggle between two extraterrestrial factions of transforming robots  the heroic Autobots and the evil Decepticons. Sam holds the clue to unimaginable power and the Decepticons will stop at nothing to retrieve it.",Happy
105,Alexander,War,2004,3.0,"Alexander, the King of Macedonia, leads his legions against the giant Persian Empire. After defeating the Persians, he leads his army across the then known world, venturing farther than any westerner had ever gone, all the way to India.",Happy
106,Harry Potter and the Order of the Phoenix,Adventure,2007,2.5,"Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students  dubbed 'Dumbledore's Army'  to defend themselves against the dark arts.",Happy
107,Harry Potter and the Goblet of Fire,Adventure,2005,2.5,"Harry starts his fourth year at Hogwarts, competes in the treacherous Triwizard Tournament and faces the evil Lord Voldemort. Ron and Hermione help Harry manage the pressure but Voldemort lurks, awaiting his chance to destroy Harry and all that he stands for.",Happy
108,Hancock,Fantasy,2008,1.5,"Hancock is a downandout superhero who's forced to employ a PR expert to help repair his image when the public grows weary of all the damage he's inflicted during his lifesaving heroics. The agent's idea of imprisoning the antihero to make the world miss him proves successful, but will Hancock stick to his new sense of purpose or slip back into old habits?",Happy
109,I Am Legend,Drama,2007,1.5,"Robert Neville is a scientist who was unable to stop the spread of the terrible virus that was incurable and manmade. Immune, Neville is now the last human survivor in what is left of New York City and perhaps the world. For three years, Neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. But he is not alone.",Happy
110,Charlie and the Chocolate Factory,Adventure,2005,2.0,"A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.",Happy
111,Ratatouille,Animation,2007,2.0,"A rat named Remy dreams of becoming a great French chef despite his family's wishes and the obvious problem of being a rat in a decidedly rodentphobic profession. When fate places Remy in the sewers of Paris, he finds himself ideally situated beneath a restaurant made famous by his culinary hero, Auguste Gusteau. Despite the apparent dangers of being an unlikely  and certainly unwanted  visitor in the kitchen of a fine French restaurant, Remy's passion for cooking soon sets into motion a hilarious and exciting rat race that turns the culinary world of Paris upside down.",Happy
112,Batman Begins,Action,2005,2.5,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld  The Batman.",Happy
113,Madagascar Escape 2 Africa,Family,2008,1.5,"Alex, Marty, Melman, Gloria, King Julien, Maurice, the penguins and the chimps are back and still marooned on Madagascar. In the face of this obstacle, the New Yorkers have hatched a plan so crazy it just might work. With military precision, the penguins have repaired an old crashed plane sort of.",Happy
114,Night at the Museum Battle of the Smithsonian,Adventure,2009,2.0,"Hapless museum night watchman Larry Daley must help his living, breathing exhibit friends out of a pickle now that they've been transferred to the archives at the Smithsonian Institution. Larry's (mis)adventures this time include close encounters with Amelia Earhart, Abe Lincoln and Ivan the Terrible.",Happy
115,XMen Origins Wolverine,Adventure,2009,2.0,"After seeking to live a normal life, Logan sets out to avenge the death of his girlfriend by undergoing the mutant Weapon X program and becoming Wolverine.",Happy
116,The Matrix Revolutions,Adventure,2003,2.0,The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.,Happy
117,Frozen,Animation,2013,1.5,"Young princess Anna of Arendelle dreams about finding true love at her sister Elsas coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.",Sad
118,The Matrix Reloaded,Adventure,2003,2.5,"Six months after the events depicted in The Matrix, Neo has proved to be a good omen for the free humans, as more and more humans are being freed from the matrix and brought to Zion, the one and only stronghold of the Resistance.  Neo himself has discovered his superpowers including super speed, ability to see the codes of the things inside the matrix and a certain degree of precognition. But a nasty piece of news hits the human resistance 250,000 machine sentinels are digging to Zion and would reach them in 72 hours. As Zion prepares for the ultimate war, Neo, Morpheus and Trinity are advised by the Oracle to find the Keymaker who would help them reach the Source.  Meanwhile Neo's recurrent dreams depicting Trinity's death have got him worried and as if it was not enough, Agent Smith has somehow escaped deletion, has become more powerful than before and has fixed Neo as his next target.",Happy
